"name","estimate","margin_of_error","order","geoid","st","cnty","Line_Type","Tenure","Year_Structure_Built","Household_Income","Cost_Burden"
"Accomack County, Virginia","125.0","103.0","42.0","05000US51001","51","001","D","Owner","1980 to 1999",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","43.0","05000US51001","51","001","D","Owner","1980 to 1999",">120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","44.0","05000US51001","51","001","D","Owner","1980 to 1999",">120% AMI","N/A"
"Accomack County, Virginia","3735.0","530.0","45.0","05000US51001","51","001","S","Owner","1960 to 1979","All","All"
"Accomack County, Virginia","1210.0","326.0","46.0","05000US51001","51","001","S","Owner","1960 to 1979","<=50% AMI","All"
"Accomack County, Virginia","315.0","153.0","47.0","05000US51001","51","001","D","Owner","1960 to 1979","<=50% AMI","No cost burden"
"Accomack County, Virginia","285.0","182.0","48.0","05000US51001","51","001","D","Owner","1960 to 1979","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","610.0","227.0","49.0","05000US51001","51","001","D","Owner","1960 to 1979","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","50.0","05000US51001","51","001","D","Owner","1960 to 1979","<=50% AMI","N/A"
"Accomack County, Virginia","625.0","223.0","51.0","05000US51001","51","001","S","Owner","1960 to 1979","50.1-80% AMI","All"
"Accomack County, Virginia","435.0","185.0","52.0","05000US51001","51","001","D","Owner","1960 to 1979","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","145.0","96.0","53.0","05000US51001","51","001","D","Owner","1960 to 1979","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","45.0","54.0","54.0","05000US51001","51","001","D","Owner","1960 to 1979","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","55.0","05000US51001","51","001","D","Owner","1960 to 1979","50.1-80% AMI","N/A"
"Accomack County, Virginia","885.0","368.0","56.0","05000US51001","51","001","S","Owner","1960 to 1979","80.1-120% AMI","All"
"Accomack County, Virginia","835.0","369.0","57.0","05000US51001","51","001","D","Owner","1960 to 1979","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","50.0","68.0","58.0","05000US51001","51","001","D","Owner","1960 to 1979","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","59.0","05000US51001","51","001","D","Owner","1960 to 1979","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","60.0","05000US51001","51","001","D","Owner","1960 to 1979","80.1-120% AMI","N/A"
"Accomack County, Virginia","1015.0","321.0","61.0","05000US51001","51","001","S","Owner","1960 to 1979",">120% AMI","All"
"Accomack County, Virginia","1010.0","322.0","62.0","05000US51001","51","001","D","Owner","1960 to 1979",">120% AMI","No cost burden"
"Accomack County, Virginia","4.0","11.0","63.0","05000US51001","51","001","D","Owner","1960 to 1979",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","64.0","05000US51001","51","001","D","Owner","1960 to 1979",">120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","65.0","05000US51001","51","001","D","Owner","1960 to 1979",">120% AMI","N/A"
"Accomack County, Virginia","1685.0","354.0","66.0","05000US51001","51","001","S","Owner","1940 to 1959","All","All"
"Accomack County, Virginia","440.0","196.0","67.0","05000US51001","51","001","S","Owner","1940 to 1959","<=50% AMI","All"
"Accomack County, Virginia","160.0","153.0","68.0","05000US51001","51","001","D","Owner","1940 to 1959","<=50% AMI","No cost burden"
"Accomack County, Virginia","140.0","85.0","69.0","05000US51001","51","001","D","Owner","1940 to 1959","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","140.0","87.0","70.0","05000US51001","51","001","D","Owner","1940 to 1959","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","4.0","161.0","71.0","05000US51001","51","001","D","Owner","1940 to 1959","<=50% AMI","N/A"
"Accomack County, Virginia","315.0","146.0","72.0","05000US51001","51","001","S","Owner","1940 to 1959","50.1-80% AMI","All"
"Accomack County, Virginia","245.0","121.0","73.0","05000US51001","51","001","D","Owner","1940 to 1959","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","40.0","65.0","74.0","05000US51001","51","001","D","Owner","1940 to 1959","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","30.0","44.0","75.0","05000US51001","51","001","D","Owner","1940 to 1959","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","76.0","05000US51001","51","001","D","Owner","1940 to 1959","50.1-80% AMI","N/A"
"Accomack County, Virginia","255.0","108.0","77.0","05000US51001","51","001","S","Owner","1940 to 1959","80.1-120% AMI","All"
"Accomack County, Virginia","230.0","108.0","78.0","05000US51001","51","001","D","Owner","1940 to 1959","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","20.0","23.0","79.0","05000US51001","51","001","D","Owner","1940 to 1959","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","80.0","05000US51001","51","001","D","Owner","1940 to 1959","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","81.0","05000US51001","51","001","D","Owner","1940 to 1959","80.1-120% AMI","N/A"
"Accomack County, Virginia","670.0","186.0","82.0","05000US51001","51","001","S","Owner","1940 to 1959",">120% AMI","All"
"Accomack County, Virginia","670.0","186.0","83.0","05000US51001","51","001","D","Owner","1940 to 1959",">120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","84.0","05000US51001","51","001","D","Owner","1940 to 1959",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","85.0","05000US51001","51","001","D","Owner","1940 to 1959",">120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","86.0","05000US51001","51","001","D","Owner","1940 to 1959",">120% AMI","N/A"
"Accomack County, Virginia","2795.0","463.0","87.0","05000US51001","51","001","S","Owner","1939-","All","All"
"Accomack County, Virginia","520.0","168.0","88.0","05000US51001","51","001","S","Owner","1939-","<=50% AMI","All"
"Accomack County, Virginia","130.0","86.0","89.0","05000US51001","51","001","D","Owner","1939-","<=50% AMI","No cost burden"
"Accomack County, Virginia","155.0","86.0","90.0","05000US51001","51","001","D","Owner","1939-","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","240.0","134.0","91.0","05000US51001","51","001","D","Owner","1939-","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","92.0","05000US51001","51","001","D","Owner","1939-","<=50% AMI","N/A"
"Accomack County, Virginia","625.0","292.0","93.0","05000US51001","51","001","S","Owner","1939-","50.1-80% AMI","All"
"Accomack County, Virginia","415.0","234.0","94.0","05000US51001","51","001","D","Owner","1939-","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","160.0","153.0","95.0","05000US51001","51","001","D","Owner","1939-","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","50.0","78.0","96.0","05000US51001","51","001","D","Owner","1939-","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","97.0","05000US51001","51","001","D","Owner","1939-","50.1-80% AMI","N/A"
"Accomack County, Virginia","370.0","159.0","98.0","05000US51001","51","001","S","Owner","1939-","80.1-120% AMI","All"
"Accomack County, Virginia","300.0","151.0","99.0","05000US51001","51","001","D","Owner","1939-","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","50.0","37.0","100.0","05000US51001","51","001","D","Owner","1939-","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","20.0","20.0","101.0","05000US51001","51","001","D","Owner","1939-","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","102.0","05000US51001","51","001","D","Owner","1939-","80.1-120% AMI","N/A"
"Accomack County, Virginia","1280.0","236.0","103.0","05000US51001","51","001","S","Owner","1939-",">120% AMI","All"
"Accomack County, Virginia","1235.0","243.0","104.0","05000US51001","51","001","D","Owner","1939-",">120% AMI","No cost burden"
"Accomack County, Virginia","35.0","26.0","105.0","05000US51001","51","001","D","Owner","1939-",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","10.0","15.0","106.0","05000US51001","51","001","D","Owner","1939-",">120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","107.0","05000US51001","51","001","D","Owner","1939-",">120% AMI","N/A"
"Accomack County, Virginia","3335.0","435.0","108.0","05000US51001","51","001","S","Renter","All","All","All"
"Accomack County, Virginia","95.0","117.0","109.0","05000US51001","51","001","S","Renter","2000+","All","All"
"Accomack County, Virginia","45.0","86.0","110.0","05000US51001","51","001","S","Renter","2000+","<=50% AMI","All"
"Accomack County, Virginia","0.0","161.0","111.0","05000US51001","51","001","D","Renter","2000+","<=50% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","112.0","05000US51001","51","001","D","Renter","2000+","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","45.0","86.0","113.0","05000US51001","51","001","D","Renter","2000+","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","114.0","05000US51001","51","001","D","Renter","2000+","<=50% AMI","N/A"
"Accomack County, Virginia","0.0","161.0","115.0","05000US51001","51","001","S","Renter","2000+","50.1-80% AMI","All"
"Accomack County, Virginia","0.0","161.0","116.0","05000US51001","51","001","D","Renter","2000+","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","117.0","05000US51001","51","001","D","Renter","2000+","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","118.0","05000US51001","51","001","D","Renter","2000+","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","119.0","05000US51001","51","001","D","Renter","2000+","50.1-80% AMI","N/A"
"Accomack County, Virginia","35.0","62.0","120.0","05000US51001","51","001","S","Renter","2000+","80.1-120% AMI","All"
"Accomack County, Virginia","0.0","161.0","121.0","05000US51001","51","001","D","Renter","2000+","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","122.0","05000US51001","51","001","D","Renter","2000+","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","123.0","05000US51001","51","001","D","Renter","2000+","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","35.0","62.0","124.0","05000US51001","51","001","D","Renter","2000+","80.1-120% AMI","N/A"
"Accomack County, Virginia","15.0","20.0","125.0","05000US51001","51","001","S","Renter","2000+",">120% AMI","All"
"Accomack County, Virginia","4.0","11.0","126.0","05000US51001","51","001","D","Renter","2000+",">120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","127.0","05000US51001","51","001","D","Renter","2000+",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","128.0","05000US51001","51","001","D","Renter","2000+",">120% AMI","Severe cost burden"
"Accomack County, Virginia","4.0","11.0","129.0","05000US51001","51","001","D","Renter","2000+",">120% AMI","N/A"
"Accomack County, Virginia","720.0","263.0","130.0","05000US51001","51","001","S","Renter","1980 to 1999","All","All"
"Accomack County, Virginia","245.0","140.0","131.0","05000US51001","51","001","S","Renter","1980 to 1999","<=50% AMI","All"
"Accomack County, Virginia","4.0","9.0","132.0","05000US51001","51","001","D","Renter","1980 to 1999","<=50% AMI","No cost burden"
"Accomack County, Virginia","30.0","29.0","133.0","05000US51001","51","001","D","Renter","1980 to 1999","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","125.0","112.0","134.0","05000US51001","51","001","D","Renter","1980 to 1999","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","85.0","87.0","135.0","05000US51001","51","001","D","Renter","1980 to 1999","<=50% AMI","N/A"
"Accomack County, Virginia","145.0","189.0","136.0","05000US51001","51","001","S","Renter","1980 to 1999","50.1-80% AMI","All"
"Accomack County, Virginia","130.0","187.0","137.0","05000US51001","51","001","D","Renter","1980 to 1999","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","15.0","24.0","138.0","05000US51001","51","001","D","Renter","1980 to 1999","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","139.0","05000US51001","51","001","D","Renter","1980 to 1999","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","140.0","05000US51001","51","001","D","Renter","1980 to 1999","50.1-80% AMI","N/A"
"Accomack County, Virginia","190.0","131.0","141.0","05000US51001","51","001","S","Renter","1980 to 1999","80.1-120% AMI","All"
"Accomack County, Virginia","190.0","131.0","142.0","05000US51001","51","001","D","Renter","1980 to 1999","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","143.0","05000US51001","51","001","D","Renter","1980 to 1999","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","144.0","05000US51001","51","001","D","Renter","1980 to 1999","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","145.0","05000US51001","51","001","D","Renter","1980 to 1999","80.1-120% AMI","N/A"
"Accomack County, Virginia","140.0","115.0","146.0","05000US51001","51","001","S","Renter","1980 to 1999",">120% AMI","All"
"Accomack County, Virginia","115.0","113.0","147.0","05000US51001","51","001","D","Renter","1980 to 1999",">120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","148.0","05000US51001","51","001","D","Renter","1980 to 1999",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","149.0","05000US51001","51","001","D","Renter","1980 to 1999",">120% AMI","Severe cost burden"
"Accomack County, Virginia","20.0","37.0","150.0","05000US51001","51","001","D","Renter","1980 to 1999",">120% AMI","N/A"
"Accomack County, Virginia","1465.0","388.0","151.0","05000US51001","51","001","S","Renter","1960 to 1979","All","All"
"Accomack County, Virginia","300.0","168.0","152.0","05000US51001","51","001","S","Renter","1960 to 1979","<=50% AMI","All"
"Accomack County, Virginia","40.0","93.0","153.0","05000US51001","51","001","D","Renter","1960 to 1979","<=50% AMI","No cost burden"
"Accomack County, Virginia","50.0","40.0","154.0","05000US51001","51","001","D","Renter","1960 to 1979","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","90.0","103.0","155.0","05000US51001","51","001","D","Renter","1960 to 1979","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","120.0","126.0","156.0","05000US51001","51","001","D","Renter","1960 to 1979","<=50% AMI","N/A"
"Accomack County, Virginia","405.0","207.0","157.0","05000US51001","51","001","S","Renter","1960 to 1979","50.1-80% AMI","All"
"Accomack County, Virginia","180.0","172.0","158.0","05000US51001","51","001","D","Renter","1960 to 1979","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","220.0","193.0","159.0","05000US51001","51","001","D","Renter","1960 to 1979","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","160.0","05000US51001","51","001","D","Renter","1960 to 1979","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","4.0","4.0","161.0","05000US51001","51","001","D","Renter","1960 to 1979","50.1-80% AMI","N/A"
"Accomack County, Virginia","270.0","137.0","162.0","05000US51001","51","001","S","Renter","1960 to 1979","80.1-120% AMI","All"
"Accomack County, Virginia","240.0","132.0","163.0","05000US51001","51","001","D","Renter","1960 to 1979","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","164.0","05000US51001","51","001","D","Renter","1960 to 1979","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","165.0","05000US51001","51","001","D","Renter","1960 to 1979","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","30.0","49.0","166.0","05000US51001","51","001","D","Renter","1960 to 1979","80.1-120% AMI","N/A"
"Accomack County, Virginia","490.0","283.0","167.0","05000US51001","51","001","S","Renter","1960 to 1979",">120% AMI","All"
"Accomack County, Virginia","445.0","250.0","168.0","05000US51001","51","001","D","Renter","1960 to 1979",">120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","169.0","05000US51001","51","001","D","Renter","1960 to 1979",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","170.0","05000US51001","51","001","D","Renter","1960 to 1979",">120% AMI","Severe cost burden"
"Accomack County, Virginia","45.0","76.0","171.0","05000US51001","51","001","D","Renter","1960 to 1979",">120% AMI","N/A"
"Accomack County, Virginia","375.0","122.0","172.0","05000US51001","51","001","S","Renter","1940 to 1959","All","All"
"Accomack County, Virginia","105.0","74.0","173.0","05000US51001","51","001","S","Renter","1940 to 1959","<=50% AMI","All"
"Accomack County, Virginia","20.0","37.0","174.0","05000US51001","51","001","D","Renter","1940 to 1959","<=50% AMI","No cost burden"
"Accomack County, Virginia","10.0","15.0","175.0","05000US51001","51","001","D","Renter","1940 to 1959","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","45.0","48.0","176.0","05000US51001","51","001","D","Renter","1940 to 1959","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","30.0","32.0","177.0","05000US51001","51","001","D","Renter","1940 to 1959","<=50% AMI","N/A"
"Accomack County, Virginia","125.0","90.0","178.0","05000US51001","51","001","S","Renter","1940 to 1959","50.1-80% AMI","All"
"Accomack County, Virginia","110.0","89.0","179.0","05000US51001","51","001","D","Renter","1940 to 1959","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","4.0","10.0","180.0","05000US51001","51","001","D","Renter","1940 to 1959","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","181.0","05000US51001","51","001","D","Renter","1940 to 1959","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","4.0","12.0","182.0","05000US51001","51","001","D","Renter","1940 to 1959","50.1-80% AMI","N/A"
"Accomack County, Virginia","70.0","63.0","183.0","05000US51001","51","001","S","Renter","1940 to 1959","80.1-120% AMI","All"
"Accomack County, Virginia","65.0","59.0","184.0","05000US51001","51","001","D","Renter","1940 to 1959","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","185.0","05000US51001","51","001","D","Renter","1940 to 1959","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","186.0","05000US51001","51","001","D","Renter","1940 to 1959","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","4.0","13.0","187.0","05000US51001","51","001","D","Renter","1940 to 1959","80.1-120% AMI","N/A"
"Accomack County, Virginia","75.0","48.0","188.0","05000US51001","51","001","S","Renter","1940 to 1959",">120% AMI","All"
"Accomack County, Virginia","70.0","47.0","189.0","05000US51001","51","001","D","Renter","1940 to 1959",">120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","190.0","05000US51001","51","001","D","Renter","1940 to 1959",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","191.0","05000US51001","51","001","D","Renter","1940 to 1959",">120% AMI","Severe cost burden"
"Accomack County, Virginia","4.0","4.0","192.0","05000US51001","51","001","D","Renter","1940 to 1959",">120% AMI","N/A"
"Accomack County, Virginia","685.0","217.0","193.0","05000US51001","51","001","S","Renter","1939-","All","All"
"Accomack County, Virginia","150.0","118.0","194.0","05000US51001","51","001","S","Renter","1939-","<=50% AMI","All"
"Accomack County, Virginia","70.0","103.0","195.0","05000US51001","51","001","D","Renter","1939-","<=50% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","196.0","05000US51001","51","001","D","Renter","1939-","<=50% AMI","Moderate cost burden"
"Accomack County, Virginia","40.0","44.0","197.0","05000US51001","51","001","D","Renter","1939-","<=50% AMI","Severe cost burden"
"Accomack County, Virginia","35.0","28.0","198.0","05000US51001","51","001","D","Renter","1939-","<=50% AMI","N/A"
"Accomack County, Virginia","205.0","108.0","199.0","05000US51001","51","001","S","Renter","1939-","50.1-80% AMI","All"
"Accomack County, Virginia","145.0","88.0","200.0","05000US51001","51","001","D","Renter","1939-","50.1-80% AMI","No cost burden"
"Accomack County, Virginia","25.0","45.0","201.0","05000US51001","51","001","D","Renter","1939-","50.1-80% AMI","Moderate cost burden"
"Accomack County, Virginia","4.0","4.0","202.0","05000US51001","51","001","D","Renter","1939-","50.1-80% AMI","Severe cost burden"
"Accomack County, Virginia","30.0","45.0","203.0","05000US51001","51","001","D","Renter","1939-","50.1-80% AMI","N/A"
"Accomack County, Virginia","85.0","61.0","204.0","05000US51001","51","001","S","Renter","1939-","80.1-120% AMI","All"
"Accomack County, Virginia","80.0","61.0","205.0","05000US51001","51","001","D","Renter","1939-","80.1-120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","206.0","05000US51001","51","001","D","Renter","1939-","80.1-120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","207.0","05000US51001","51","001","D","Renter","1939-","80.1-120% AMI","Severe cost burden"
"Accomack County, Virginia","4.0","10.0","208.0","05000US51001","51","001","D","Renter","1939-","80.1-120% AMI","N/A"
"Accomack County, Virginia","245.0","179.0","209.0","05000US51001","51","001","S","Renter","1939-",">120% AMI","All"
"Accomack County, Virginia","245.0","179.0","210.0","05000US51001","51","001","D","Renter","1939-",">120% AMI","No cost burden"
"Accomack County, Virginia","0.0","161.0","211.0","05000US51001","51","001","D","Renter","1939-",">120% AMI","Moderate cost burden"
"Accomack County, Virginia","0.0","161.0","212.0","05000US51001","51","001","D","Renter","1939-",">120% AMI","Severe cost burden"
"Accomack County, Virginia","0.0","161.0","213.0","05000US51001","51","001","D","Renter","1939-",">120% AMI","N/A"
"Albemarle County, Virginia","37010.0","638.0","1.0","05000US51003","51","003","T","All","All","All","All"
"Albemarle County, Virginia","23625.0","860.0","2.0","05000US51003","51","003","S","Owner","All","All","All"
"Albemarle County, Virginia","3465.0","462.0","3.0","05000US51003","51","003","S","Owner","2000+","All","All"
"Albemarle County, Virginia","230.0","126.0","4.0","05000US51003","51","003","S","Owner","2000+","<=50% AMI","All"
"Albemarle County, Virginia","75.0","53.0","5.0","05000US51003","51","003","D","Owner","2000+","<=50% AMI","No cost burden"
"Albemarle County, Virginia","4.0","15.0","6.0","05000US51003","51","003","D","Owner","2000+","<=50% AMI","Moderate cost burden"
"Albemarle County, Virginia","130.0","108.0","7.0","05000US51003","51","003","D","Owner","2000+","<=50% AMI","Severe cost burden"
"Albemarle County, Virginia","15.0","30.0","8.0","05000US51003","51","003","D","Owner","2000+","<=50% AMI","N/A"
"Albemarle County, Virginia","335.0","139.0","9.0","05000US51003","51","003","S","Owner","2000+","50.1-80% AMI","All"
"Albemarle County, Virginia","210.0","102.0","10.0","05000US51003","51","003","D","Owner","2000+","50.1-80% AMI","No cost burden"
"Albemarle County, Virginia","55.0","62.0","11.0","05000US51003","51","003","D","Owner","2000+","50.1-80% AMI","Moderate cost burden"
"Albemarle County, Virginia","75.0","55.0","12.0","05000US51003","51","003","D","Owner","2000+","50.1-80% AMI","Severe cost burden"
"Albemarle County, Virginia","0.0","161.0","13.0","05000US51003","51","003","D","Owner","2000+","50.1-80% AMI","N/A"
"Albemarle County, Virginia","585.0","229.0","14.0","05000US51003","51","003","S","Owner","2000+","80.1-120% AMI","All"
